0.015 1.6022384771725625e+39 9835.062319880906
0.02 6.766788054667279e+39 12210.166950496721
0.024999999999999998 1.4735255930731587e+40 13266.622543937461
0.03 2.446621035940209e+40 13747.445462483229
0.034999999999999996 3.5325688036289914e+40 13959.137159814676
0.04 4.674758575040576e+40 14011.608386731092
0.045 5.849678269689371e+40 13979.515661999603
0.049999999999999996 7.047566196331069e+40 13903.37257201589
0.055 8.262416340403761e+40 13803.564481110823
0.06 9.48445851944584e+40 13689.83425917885
0.075 1.319176872020615e+41 13332.686527821212
0.09 1.6915701592731764e+41 12993.28346397645
0.105 2.0617941166897163e+41 12686.241686423728
0.12 2.427550508374367e+41 12412.64142604195
0.13499999999999998 2.7864181554737563e+41 12168.301578907967
0.15 3.137253514025066e+41 11949.908853318453
0.16499999999999998 3.477762251983674e+41 11752.620407653516
0.18 3.807915044312996e+41 11574.168723087429
0.19499999999999998 4.126304206012208e+41 11411.380064504947
0.21 4.431035550637275e+41 11261.210131369517
0.22499999999999998 4.7222884181935575e+41 11122.251128893678
0.24 4.999801713444124e+41 10993.103614138692
0.255 5.2605091425091766e+41 10870.871823988426
0.26999999999999996 5.503571553189922e+41 10754.3999775253
0.285 5.729176357182999e+41 10642.980286874914
0.3 5.937546288879858e+41 10536.083727173822
0.315 6.128238636571203e+41 10432.82058609165
0.32999999999999996 6.299301753602521e+41 10331.834485076834
0.345 6.4515634885616136e+41 10233.018059069349
0.36 6.586166057747551e+41 10136.32879078174
0.375 6.70426516789821e+41 10041.748642355173
0.38999999999999996 6.807045028432727e+41 9949.26201643093
0.40499999999999997 6.895285160018021e+41 9858.708226223182
0.42 6.968646867423681e+41 9769.551560406597
0.435 7.028327202344288e+41 9681.830049411727
0.44999999999999996 7.075690216386016e+41 9595.64198835941
0.46499999999999997 7.112015552122727e+41 9511.06153333428
0.48 7.138520676077936e+41 9428.186741557936
0.495 7.156232549970421e+41 9347.001542183021
0.51 7.166169522591738e+41 9267.568595950757
0.615 7.067431191810443e+41 8754.838125462737
0.765 6.683731222834933e+41 8146.31592626543
0.9149999999999999 6.127284250289198e+41 7620.47312163514
1.065 5.4839635262041505e+41 7144.844038109445
1.2149999999999999 4.848843138862138e+41 6716.593952663496
1.365 4.276981220879778e+41 6336.334425204712
1.515 3.7796921609078335e+41 5999.2318966048115
1.6649999999999998 3.364895060056948e+41 5704.595207977067
1.815 3.02352158855663e+41 5447.870944164377
1.9649999999999999 2.7437154048727475e+41 5224.136805519862
2.1149999999999998 2.5184815191516046e+41 4965.040969419169
2.2649999999999997 2.336987976839878e+41 4726.366648715535
2.415 2.189936485025165e+41 4520.795359753093
2.565 2.0687806920471063e+41 4341.86506051273
2.715 1.9651824955961234e+41 4183.528209727082
2.8649999999999998 1.8747555600533863e+41 4041.915630447427
3.0149999999999997 1.7943736821693448e+41 3914.0279160092778
3.165 1.721768476318325e+41 3797.5735792555615
3.315 1.6552219081875425e+41 3690.7176272575143
3.465 1.5933561760619005e+41 3591.93935695549
3.6149999999999998 1.5353781939355572e+41 3500.172749817717
3.7649999999999997 1.4807252040790845e+41 3414.598612314068
3.9149999999999996 1.4289854024198964e+41 3334.4222415761915
4.0649999999999995 1.3798547428659902e+41 3259.063979200915
4.215 1.333083464875153e+41 3188.0289455258344
4.365 1.2880577929226768e+41 3120.6457283536406
4.515 1.244603791276343e+41 3056.550557203614
4.665 1.202753204443596e+41 2995.543891059176
4.8149999999999995 1.1625203753955829e+41 2937.3858389280676
4.965 1.1239051297441637e+41 2881.8986991578377
5.015 1.1113910249232839e+41 2863.9568026231923
5.515 9.957637164306305e+40 2698.7685060884423
6.015 8.935516462346149e+40 2553.916363425181
6.515 8.037817843890839e+40 2425.86978094893
7.015 7.261689190974178e+40 2312.6713735009644
7.515 6.58203435493242e+40 2211.2506802029634
8.014999999999999 5.97793114586388e+40 2100.454934258354
8.514999999999999 5.44741378234486e+40 1991.052306697871
9.014999999999999 4.983775377655148e+40 1892.492442276345
9.514999999999999 4.575060479064754e+40 1803.1099829692137
10.014999999999999 4.2057675482450604e+40 1720.93015233478
10.514999999999999 3.874215067613702e+40 1645.389407990921
11.014999999999999 3.5777413721666073e+40 1575.9316922003084
11.514999999999999 3.312918180751015e+40 1511.987186526529
12.014999999999999 3.0760887524879553e+40 1452.9987215332487
12.514999999999999 2.860281784681244e+40 1398.0225687392117
13.014999999999999 2.6626137668751135e+40 1346.5806248611202
13.514999999999999 2.482225439458301e+40 1298.4633169968308
14.014999999999999 2.3178809014320463e+40 1253.4402385494743
14.514999999999999 2.1682061555193907e+40 1211.2785525754302
15.014999999999999 2.0318215368756187e+40 1171.7531397459375
15.514999999999999 1.9074114141300641e+40 1134.6518057695407
16.015 1.7928591505420699e+40 1099.6398650028211
16.515 1.6867117562741228e+40 1066.469239011746
17.015 1.5885096598333277e+40 1035.0441917693604
17.515 1.4977220828232092e+40 1005.2640270249143
18.015 1.4137954111573614e+40 977.0277816632988
18.515 1.336182297081817e+40 950.2370824369684
19.015 1.2643584617236478e+40 924.7978135243754
19.515 1.1978316901071667e+40 900.6210142560997
20.015 1.136145920631223e+40 877.6232811210433
20.515 1.0787707090339687e+40 855.7047251219323
21.015 1.0250928499490261e+40 834.7443884717471
21.515 9.74869563778472e+39 814.6918223208272
22.015 9.278755216926638e+39 795.500558414319
22.515 8.838898753466593e+39 777.1251576247171
23.015 8.427003950254878e+39 759.5217483219243
23.515 8.04105870302056e+39 742.6483507624962
24.015 7.679173399392322e+39 726.465053375768
24.514999999999997 7.339585423565406e+39 710.9340872241643
