,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
75,3085373524648088.5,1.0986408004586078e+16,1.672556171712078e+16,1.983014620385395e+16,2.129614802264462e+16,2.1668923949569884e+16,2.1440480839598356e+16,2.0904071322309596e+16,2.0212860848324824e+16,1.9441693243232224e+16,1.7133659214374646e+16,1.5099204985929604e+16,1.3390858143888764e+16,1.1973055637422196e+16,1.0788975572759198e+16,9795230150024634.0,8949131439972986.0,8225358887687340.0,7598985433141949.0,7049368364963252.0,6564510412811241.0,6134012054056696.0,5744143350100166.0,5388298441949007.0,5061955211499572.0,4761579682786140.0,4483049225683978.0,4221536075888708.0,3975875616345424.5,3745132260165150.5,3528474079601788.5,3325112481142219.0,3133995190972468.0,2953409457235827.5,2782933184101086.0,2622258740731961.5,2471023708426428.5,2328902952811185.0,2195380073691475.2,2070085409648071.8,1380842460778618.2,799458694902243.0,464746817873806.8,265641610781047.3,150023047154466.7,84668771087627.66,47990465629101.72,27655727962248.75,16297062348065.443,9852356438146.973,5197708467128.052,2710378807766.025,1463978763644.0496,816746126045.2415,467442768024.5109,273453325541.5473,162976983144.331,98694881478.05353,60579168299.817,37597417094.00748,23562471411.975395,14898737834.784067,9492126610.475302,6089210184.252275,3930735115.8981023,2547773000.627062,1657034590.5544991,1081629451.087662,708453035.6558789,465660343.24615204,405163275.48715204,103137475.21663001,26859639.583400916,7152682.458917186,1965531.4758674542,552173.8183576912,119906.09978036389,22465.63164873363,4209.95168379664,787.0620175511912,144.43565457601923,26.178595894039063,4.711916267294972,0.8454149554346044,0.15154328393505254,0.026795676767387026,0.00465932046482167,0.0008001908364590629,0.00013616578119258143,2.3013461044018157e-05,3.870021030443201e-06,6.484078809268273e-07,1.0756269440203733e-07,1.7589336441159972e-08,2.8426632959469225e-09,4.5494924536316306e-10,7.221923391806636e-11,1.1385337979609508e-11,1.7843672683503167e-12,2.7824359084273287e-13,4.319756596756922e-14,6.667822775953329e-15,1.0188798709182597e-15,1.542776541394664e-16,2.3173398956551907e-17,3.4559691582166484e-18,5.121139478896628e-19,7.544868501532348e-20,1.1057443533788384e-20,1.612764461848599e-21,2.3418930431869998e-22,3.386774177524724e-23,4.879238603372553e-24,6.999375936335771e-25,9.974831776725707e-26,1.4125977737461642e-26,1.9888832450435873e-27,2.7852297924393806e-28,3.880907334226876e-29,5.3822710347758745e-30
76,3106030439133410.5,1.0999064210737502e+16,1.6714756093407284e+16,1.9803037560508204e+16,2.1260634716393284e+16,2.1631207475121764e+16,2.1404117591782316e+16,2.0870846900320012e+16,2.018359902885518e+16,1.9416739490576468e+16,1.712083603551584e+16,1.5096023913316254e+16,1.3394905976030242e+16,1.198242042117968e+16,1.0802246929455858e+16,9811361688141062.0,8967365053766642.0,8245123427934575.0,7619857656762317.0,7071032219767626.0,6586721357528764.0,6156580800578283.0,5766924694869093.0,5411174885870945.0,5084830200889979.0,4784373376036790.0,4505694598075838.0,4243974214152374.5,3998055304954134.0,3767009360561162.5,3550010976244621.0,3346277527683156.5,3154761517251251.0,2973752441999299.5,2802832394274906.5,2641698007396390.5,2489990791124714.0,2347389446421572.0,2213380491670105.8,2087597372305364.5,1395006031434617.8,809606638236018.0,471774309399911.44,270325622380689.5,153054477392790.9,86598421662350.1,49207617084659.18,28426370593691.758,16790428782095.918,10173247780324.969,5382205232632.214,2814683365403.736,1524466626156.8438,852690979213.7006,489221357834.759,286873517615.97925,171367326658.8289,104006440418.33032,63977436635.992035,39790390322.77346,24988430622.72007,15832462410.997517,10107152517.75271,6496498919.384632,4201779692.6992397,2728685441.0140457,1778078762.6982622,1162833749.8482914,763068138.2043726,502490537.7763134,437477919.0567719,112039670.66150784,29352221.697540782,7862349.754734308,2172929.666187596,613876.9381029812,134208.94136503784,25332.441563014963,4782.482726706127,900.757067747087,166.54486828135583,30.414814579748683,5.516094996694847,0.9972534526802237,0.18012564994552466,0.03209468510663972,0.005624095175596732,0.0009734399816855347,0.00016695014429993598,2.8439179656380423e-05,4.820303894903552e-06,8.140337476098938e-07,1.361156153699804e-07,2.2437550034891746e-08,3.655558338475489e-09,5.898102545682959e-10,9.439283230124007e-11,1.500313780816258e-11,2.3707281361736693e-12,3.7272947120642745e-13,5.83454958923587e-14,9.080770616827671e-15,1.399173735708281e-15,2.1363834770649076e-16,3.2360028957252974e-17,4.866825178642067e-18,7.272965600761944e-19,1.0806293492662056e-19,1.5972395883990386e-20,2.3495558146712952e-21,3.4410410982233566e-22,5.019088890709578e-23,7.293128473093382e-24,1.0552430766784432e-24,1.5168506242630193e-25,2.1667653873650068e-26,3.077300862462623e-27,4.347097175414661e-28,6.110248605634441e-29,8.548452218597963e-30
77,3126341050020088.0,1.1010582098160922e+16,1.6702487226285124e+16,1.9774358885586116e+16,2.1223515751816736e+16,2.1591877714934184e+16,2.136614566474703e+16,2.0836025461452452e+16,2.015275699729152e+16,1.9390226688364696e+16,1.710653302553027e+16,1.5091453828520138e+16,1.339765746065669e+16,1.1990577957567946e+16,1.0814394469523152e+16,9826446116713234.0,8984621909840090.0,8263975223322410.0,7639875487787689.0,7091895209521350.0,6608180508919286.0,6178442809236307.0,5789041331644912.0,5433426015520289.0,5107116878323888.0,4806613559842525.0,4527819372192375.0,4265923214411277.0,4019775900176321.0,3788456017158364.5,3571144702675873.0,3367065325295045.0,3175175230830819.0,2993766329010425.5,2822424905904117.0,2660851854461812.0,2508692620285600.0,2365629746705792.0,2231152707968094.8,2104898078391461.5,1409051841140782.5,819712779950190.0,478798228561907.6,275023116280564.56,156104448336377.88,88545843549450.53,50439592040445.64,29208567250270.44,17292501044055.443,10500601311992.695,5570995430509.289,2921744837138.6978,1586732881883.0012,889793295562.9113,511759365243.04205,300796000394.8737,180092387711.30228,109542571322.58543,67527270439.47719,42086144608.55008,26484389453.03067,16814057779.747128,10755028508.615742,6926402247.545865,4488438715.983261,2920393666.61286,1906594400.3831804,1249215684.3553119,821275914.1396099,541817376.9196358,472004623.4587577,121609649.54555783,32047922.617408507,8634386.358307451,2399855.924594052,681772.0044038661,150054.18287526243,28532.090459941788,5426.246070534607,1029.5508150827475,191.7788787801538,35.28643303380591,6.44793480762027,1.1745372954896156,0.21375238286216208,0.03837679567994731,0.0067767322198788605,0.0011820410021882596,0.0002043070658318616,3.507517632984996e-05,5.99174055402799e-06,1.0198205872911167e-06,1.7187434400434718e-07,2.855798617292689e-08,4.6900484053789825e-09,7.628268573603877e-10,1.2307172360305963e-10,1.9720599659556046e-11,3.1415916199323966e-12,4.979678490903666e-13,7.858919923573736e-14,1.2332104517624641e-14,1.9158624882589515e-15,2.9496294568872653e-16,4.505137342393182e-17,6.832338695601776e-18,1.0296079543406428e-18,1.5427119529511695e-19,2.2995131131021893e-20,3.4112887511587516e-21,5.038460844378095e-22,7.411669091147716e-23,1.0861638758609488e-23,1.5850118386685372e-24,2.297914520531674e-25,3.3107469524180815e-26,4.742618188312175e-27,6.757591212859162e-28,9.580879350629286e-29,1.3520627526507383e-29
78,3146304599319266.5,1.1020978276444066e+16,1.6688785328306456e+16,1.974414728301087e+16,2.118483133824395e+16,2.155097565184825e+16,2.1326605568099864e+16,2.079964639434806e+16,2.012037267787874e+16,1.9362191101083516e+16,1.7090781325696358e+16,1.5085521181597116e+16,1.339913500419e+16,1.199754724448607e+16,1.0825434323973186e+16,9840497159542374.0,9000913692053287.0,8281924228033623.0,7659047401569046.0,7111964531213878.0,6628893955649888.0,6199603203601010.0,5810497528559734.0,5455055336447438.0,5128818067752071.0,4828302448042878.0,4549425212944852.0,4287384242813596.0,4041038116099063.0,3809472535667273.5,3591875197086592.0,3387475482763495.0,3195235646095436.5,3013450169352646.0,2841709536085200.0,2679718892695494.0,2527127626244469.5,2383622127731968.5,2248694862620984.5,2121985554411200.2,1422977557129925.2,829775001317243.0,485816953938955.44,279732991900963.34,159172285841157.84,90510662384419.95,51686206713364.94,30002244320304.723,17803264420904.562,10834431125828.086,5764107343527.003,3031592704371.2803,1650803038625.5054,928073508223.9635,535072525137.16077,315232625892.5743,189160976549.64462,115309769897.9118,71233433243.61517,44488159416.1595,28052882567.645927,17845367283.70952,11437093346.451105,7379891620.684106,4791416725.198624,3123407868.6491094,2042950395.8095605,1341041728.2187202,883268710.3496717,583779651.3801936,508867863.47616917,131889446.82426386,34960859.76073373,9473529.371620527,2647916.5695485296,756406.7976077182,167589.82967185535,32099.262281154966,6149.254909889338,1175.2677396241265,220.54178588776426,40.881083910945144,7.526151273280133,1.3812197324902755,0.2532516874243925,0.04581221928144037,0.00815146728060939,0.00143276270527411,0.0002495564219351483,4.317593320620068e-05,7.432944073223981e-06,1.2749835318904607e-06,2.1656265966247697e-07,3.626760599935068e-08,6.003570915341201e-09,9.842778928051683e-10,1.600755109941512e-10,2.5856790545009046e-11,4.152438637488402e-12,6.635342471213574e-13,1.055702957607711e-13,1.670105151271112e-14,2.615879676717159e-15,4.0605504683127797e-16,6.253234196758455e-17,9.562220620039576e-18,1.4530015412773818e-18,2.1953044765433966e-19,3.2996772489571965e-20,4.936154897339558e-21,7.352097502276296e-22,1.0906369040519848e-22,1.611823590845044e-23,2.372033010519167e-24,3.468171703240457e-25,5.03944946436008e-26,7.28075838646474e-27,1.0463136514613774e-27,1.4962230470420856e-28,2.1296963156721911e-29
79,3165920484967758.5,1.1030269382486096e+16,1.6673680360382122e+16,1.971243942844885e+16,2.1144621169786292e+16,2.15085417311046e+16,2.1285537287576012e+16,2.076174859586167e+16,2.00864835440815e+16,1.9332668587679884e+16,1.707361180316507e+16,1.5078252257781336e+16,1.3399360933615322e+16,1.2003347265547054e+16,1.0835382659034252e+16,9853528613061404.0,9016252185283220.0,8298980518645814.0,7677382011914330.0,7131247532308517.0,6648867945684940.0,6220067272847069.0,5831297723716165.0,5476066526952793.0,5149936767337195.0,4849442429050661.0,4570513959253394.0,4308358638148161.0,4061842837379732.5,3830059389690182.5,3612202562360301.0,3407507769927287.5,3214942234470721.0,3032803166806228.0,2860685249991887.5,2698297876105302.0,2545294377577141.5,2401364996696890.5,2266005223610686.5,2138857949604947.5,1436780934097804.2,839791231568514.1,492828885439918.06,284454153990743.5,162257313162599.6,92492498378455.97,52947271714657.125,30807323478141.01,18322700613482.92,11174748741367.633,5961567709643.003,3144255623912.654,1716702207741.241,967551894527.1536,559176545212.624,330195282356.10376,198581966458.73642,121314601949.51758,75100755752.77905,46999973958.16176,29696495469.950512,18928276284.763832,12154719819.265385,7857965630.171995,5111439661.327234,3338254949.6364546,2187528582.7813387,1438588311.3183546,949246491.1624218,628521953.8881485,548197407.8592409,142923181.91521382,38105947.07282959,10384814.685380224,2918829.6040352797,838370.646570088,186976.2361705112,36071.82338113048,6960.324417356751,1339.9301716785214,253.28493802032384,47.29739791370281,8.771970772679905,1.6218188176676924,0.29957735693956483,0.054598490534968416,0.009788341052105127,0.0017335835746530846,0.0003042661925411083,5.304615074741519e-05,9.202580067315752e-06,1.5907311741322865e-06,2.722938884065815e-07,4.5958107335406444e-08,7.667677678792945e-09,1.2670715994748135e-09,2.0770781293631112e-10,3.3818938986154406e-11,5.474658303683239e-12,8.818506540155193e-13,1.4143586700363448e-13,2.255581731644016e-14,3.561626311224873e-15,5.573761667295664e-16,8.65398472999244e-17,1.3342325325093567e-17,2.0441472255170094e-18,3.114045931093431e-19,4.719496860686365e-20,7.118950936572226e-21,1.0691773105763015e-21,1.599328136596932e-22,2.383421949992573e-23,3.5370255945266396e-24,5.215121615115681e-25,7.641965970356334e-26,1.1134421250949729e-26,1.6137342782605265e-27,2.3273139274083173e-28,3.340977837020428e-29
80,3185188256724759.0,1.1038472069339784e+16,1.6657202022448882e+16,1.9679271562540464e+16,2.1102924420075344e+16,2.1464615855491476e+16,2.1242980279934012e+16,2.072237046537982e+16,2.0051126612191764e+16,1.9301694594422572e+16,1.7055055041910286e+16,1.5069673167205614e+16,1.3398357485550036e+16,1.2007996978907526e+16,1.0844255665014366e+16,9865554335407506.0,9030649264815126.0,8315154283904819.0,7694888061279141.0,7149751701368704.0,6668108877352716.0,6239840463256742.0,5851446517123853.0,5496463430451067.0,5170476142238108.0,4870036059046305.0,4591087617641983.0,4328847905833473.5,4082191113620829.5,3850217215472072.0,3632127061188909.0,3427162113147029.0,3234294620232507.0,3051824673985882.0,2879351157329344.5,2716587698697151.0,2563191578146856.0,2418856891248099.5,2283082184448196.5,2155513533777389.8,1450459813378543.2,849759448071400.4,499832444849714.75,289185513204527.0,165358851412839.2,94490966623805.77,54222592226755.05,31623721771825.86,18850787769555.297,11521563107889.988,6163401707186.949,3259761408824.099,1784455086830.0776,1008248562336.7958,584087095961.052,345695887300.1882,208364289123.3545,127563700429.98708,79134134067.04144,49625186212.36786,31417864035.846478,20064712020.53634,12909314787.342083,8361650158.412907,5449255066.498527,3565478736.4890585,2340723942.9937024,1542142008.3486469,1019417004.2710487,676194821.3549858,590128453.7030703,154757128.8643844,41498927.93245013,11373591.482173324,3214430.9041288127,928297.0064874502,208386.96922121724,40491.072215472326,7869.141473943584,1525.777171009283,290.51184512341536,54.64624225128157,10.209435014944825,1.9014908378784166,0.3538262000887142,0.06496450156261571,0.011734108401690611,0.002093892238120705,0.0003702958602807154,6.504999869508055e-05,1.1371312783413057e-05,1.9806703325101564e-06,3.416537271897206e-07,5.8112540794128994e-08,9.771311857640763e-09,1.6273822900418879e-09,2.6887834087550177e-10,4.412556966673142e-11,7.199886314110903e-12,1.1689914180502358e-12,1.889868755389211e-13,3.038065847081544e-14,4.835843380500999e-15,7.629119964177103e-16,1.1941510667730268e-16,1.8561156820150074e-17,2.8670016575785907e-18,4.40345714297904e-19,6.728638521632038e-20,1.0233381072178513e-20,1.5496468368625449e-21,2.3372653579813556e-22,3.5120920193107173e-23,5.255397869748014e-24,7.813516026156799e-25,1.1545520351840629e-25,1.6963410787004332e-26,2.4792748030886152e-27,3.6058199144311814e-28,5.22020785181954e-29
81,3204107612090601.5,1.1045602995515308e+16,1.6639379744775682e+16,1.9644679484810452e+16,2.1059779737687452e+16,2.1419237381179812e+16,2.1198973468537816e+16,2.068154989982412e+16,2.001433843561817e+16,1.9269304148439656e+16,1.7035141334325726e+16,1.505980983522436e+16,1.3396146795865524e+16,1.2011515306599294e+16,1.0852069545617856e+16,9876588235902034.0,9044116886098576.0,8330455814824748.0,7711574411249292.0,7167484658944505.0,6686623290643602.0,6258928369928694.0,5870948662817886.0,5516250047995705.0,5190439517533968.0,4890086055293636.0,4611148355937719.0,4348853711994977.0,4102084153818238.0,3869946806711217.5,3651649111235596.0,3446438590809215.0,3253292576340426.0,3070514188493399.5,2897706508794371.0,2734587391230540.5,2580818064142047.0,2436096476790283.0,2299924261734933.0,2171950695099797.2,1464012122073573.5,859677676459772.8,506826076341068.75,293925986659455.9,168476220008569.62,96505677396840.98,55511968181373.27,32451351713259.844,19387500519424.715,11874880609476.291,6369632941534.269,3378137010121.2993,1854085942859.1328,1050183436559.5511,609819800686.3541,361746380497.61804,218516929917.13272,134063762408.96506,83338527833.41621,52367451876.98729,33219673997.461536,21256643422.20405,13702319201.986979,8891998509.544807,5805632268.973202,3805640183.7769914,2502944805.993741,1651999723.5701356,1093995944.631151,726954876.1876185,634801760.2797077,167439787.24916342,45156408.75992449,12445537.181469541,3536680.646224601,1026866.1554442482,232009.7186790981,45402.00495307258,8886.339467105161,1735.2849436999052,332.78353487900733,63.05208172569631,11.8657383946501,2.2261123027753067,0.41725765335992876,0.07717507740970848,0.014043277821959611,0.002524718487076004,0.0004498468218562354,7.962194743940077e-05,1.402410180186048e-05,2.4612875452213734e-06,4.277995557395631e-07,7.332539378123162e-08,1.2424800832529448e-08,2.0854324063713006e-09,3.4725407171665077e-10,5.7435385249995096e-11,9.445465310354574e-12,1.5457058554788565e-12,2.518680387055524e-13,4.0810800233612946e-14,6.547948294169856e-15,1.0413082529063185e-15,1.6430500127415548e-16,2.5745204985691638e-17,4.0089519154834374e-18,6.207531083743724e-19,9.562781145185158e-20,1.466279940471903e-20,2.23861463950989e-21,3.4041682091773198e-22,5.157417166892056e-23,7.781140059658685e-24,1.1664537184635979e-24,1.737918730419061e-25,2.5747481865976555e-26,3.794563135543569e-27,5.565009551962129e-28,8.124246282191507e-29
82,3222678392251202.5,1.1051678814733876e+16,1.6620242679884666e+16,1.960869854822797e+16,2.1015225242222244e+16,2.1372445114212668e+16,2.1153555239593524e+16,2.0639324289308396e+16,1.9976155099827156e+16,1.9235531851903604e+16,1.7013900673443128e+16,1.504868799331839e+16,1.3392750889844564e+16,1.2013921124349024e+16,1.0858840507703688e+16,9886644264928534.0,9056667074861716.0,8344895495109395.0,7727450033311431.0,7184454148716784.0,6704417858738336.0,6277336728691844.0,5889809061159264.0,5535430530964070.0,5209830371289658.0,4909595289578708.0,4630698497076424.0,4368377877633128.5,4121523320885687.5,3889249109432506.0,3670769280348053.0,3465337428869080.0,3271936020299811.5,3088871349088896.5,2915750692545453.0,2752296117975840.5,2598172801108644.0,2453082543779726.5,2316530092706279.0,2188167937889462.8,1477435872137036.0,869543990719291.5,513808246952358.44,298674498471576.4,171608737109475.84,98536236458588.94,56815194438588.12,33290121370666.137,19932810014012.164,12234705072194.84,6580283433258.609,3499408499350.543,1925618595735.6594,1093376245839.7512,636390225559.8516,378358716933.25696,229048923123.26907,140821545966.8749,87718958325.76132,55230483264.45645,35104660377.06319,22506080893.518192,14535208095.0982,9450091518.87466,6181362553.103694,4059317566.750575,2674613042.4813123,1768468871.4856744,1173207116.0990918,780964966.5792059,682363782.1570526,181021953.75629833,49095893.31232059,13606672.826679286,3887669.9763392406,1134808.0126286044,258047.25685507833,50853.59775195177,10023.57844212065,1971.188897967717,380.72438551628187,72.65447278911431,13.771601245625673,2.6023713743075474,0.49131582260300727,0.09153615846014353,0.016779298045202205,0.003038999083506786,0.0005455208486217617,9.727942809421946e-05,1.726290770835818e-05,3.0525207823785634e-06,5.345792908733318e-07,9.232681814903123e-08,1.5764711429308958e-08,2.666451121498441e-09,4.4744604074854565e-10,7.458324192369131e-11,1.2361301445709724e-11,2.038712750761598e-12,3.3481013800397624e-13,5.467736008623458e-14,8.842253666529443e-15,1.4173560471469776e-15,2.254275661426044e-16,3.5605921027808774e-17,5.589050507071933e-18,8.724046099163891e-19,1.354829698625552e-19,2.0942454891447587e-20,3.2233562000641437e-21,4.941578490260672e-22,7.547786636237791e-23,1.1480771040152334e-23,1.7351931189100548e-24,2.60659600807058e-25,3.8936200447777197e-26,5.785820522093035e-27,8.555839030492877e-28,1.259452673299991e-28
83,3240900578051562.0,1.1056716166120272e+16,1.6599819695063814e+16,1.95713636543882e+16,2.096929852100549e+16,2.1324277307618292e+16,2.1106763439009864e+16,2.0595730513420064e+16,1.993661221790704e+16,1.920041187683584e+16,1.6991362745748202e+16,1.5036333170561616e+16,1.338819167285804e+16,1.2015233251872796e+16,1.0864584751475e+16,9895736404200886.0,9068311917577014.0,8358483791889988.0,7742523999907956.0,7200668028896489.0,6721499379764789.0,6295071408223559.0,5908032751317354.0,5554009173903974.0,5228652327763463.0,4928566781773369.0,4649740513016662.0,4387422372884506.5,4140510126258129.5,3908125216926420.5,3689488281825008.0,3483858996435569.0,3290225010055242.5,3106895931884141.0,2933483230686116.5,2769713173476889.0,2615254880980457.5,2469814005010312.0,2332898432760934.5,2204163880369745.5,1490729159420440.0,879356513229318.8,520777447032308.7,303429980271970.5,174755720047041.7,100582245352457.88,58132060966683.1,34139934463208.914,20486683965301.367,12601037773355.83,6795373607748.718,3623601052042.6357,1999076402341.0427,1137846509454.7727,663813869725.2793,395544859729.9274,239969347092.68878,147843867016.36627,92280506455.5339,58218048135.084526,37075606871.6223,23815076051.065197,15409490539.339808,10037037640.708195,6577259313.899941,4327106663.772199,2856164250.624831,1891867553.1629105,1257282590.5825136,838394305.5935564,732966801.4359725,195556794.3707893,53335817.64898848,14863378.913826903,4269627.924647667,1252905.0811128381,286718.4485439411,56899.10645526411,11293.630902795878,2236.507445009762,435.0284704785788,83.60970161840915,15.961682298727364,3.0378696893383443,0.5776542206696695,0.10840066196853902,0.02001591063076831,0.0036518831162979243,0.0006603877715871728,0.00011863760505460079,2.1209873975415747e-05,3.778437046563548e-06,6.666733607705558e-07,1.1601179939716081e-07,1.9959741841291356e-08,3.4018468936865713e-09,5.752396513481546e-10,9.662486146952682e-11,1.613845444968926e-11,2.682335176592862e-12,4.4393849470180626e-13,7.306499975981758e-14,1.1908600289676667e-14,1.9239292056872586e-15,3.0842108933399515e-16,4.910199274344664e-17,7.769022193333144e-18,1.2223854401338529e-18,1.9135786283256681e-19,2.981736530255414e-20,4.626345287915826e-21,7.149750762446668e-22,1.1008982043574551e-22,1.688140869187297e-23,2.572215986481894e-24,3.8955313818200618e-25,5.866653168628719e-26,8.78932253220664e-27,1.3104357127614388e-27,1.9449396482981766e-28
84,3258774286001548.0,1.1060731664822922e+16,1.657813936544905e+16,1.9532709249287972e+16,2.092203662638646e+16,2.1274771659116636e+16,2.10586353698529e+16,2.0550804938096284e+16,1.9895744926726812e+16,1.9163977960504144e+16,1.6967556924570938e+16,1.502277068563016e+16,1.338249092154479e+16,1.2015470443631954e+16,1.086931846108887e+16,9903878657412470.0,9079063552271710.0,8371231246774192.0,7756805475772462.0,7216134263876212.0,6737874768781388.0,6312138402371078.0,5925624903933980.0,5571990407541927.0,5246909150757905.0,4947003693524907.0,4668277018763908.0,4405989311378233.0,4159046224576291.0,3926576364756237.5,3707806969739050.5,3502003801401339.5,3308159739918964.0,3124587846561279.5,2950903775764923.5,2786837979322366.0,2632063519111102.5,2486289892894597.0,2349028152979442.5,2219937252414100.0,1503890162679437.5,889113414763124.6,527732190652265.8,308191371702777.25,177916485743562.56,102643301698914.64,59462353022537.21,35000690457602.008,21049086689048.016,12973877452782.232,7014922286273.628,3750738932048.7373,2074482241037.6604,1183613524422.953,692106155464.3938,413316773054.3177,251287319345.4172,155137596055.24377,97028310715.66396,61333968471.72904,39135345188.54049,25185721425.841393,16326709578.740587,10653973014.270426,6994158195.849924,4609620927.808909,3048047935.075023,2022524727.9289663,1346462864.4750187,899418608.8599415,786769058.9360877,211099917.10968855,57895585.74944387,16222411.660732927,4684928.568176302,1381995.518030091,318259.313333755,63596.38447999166,12710.473567696197,2534.5676558452856,496.4664521931666,96.092577988607,18.47503390114834,3.5412356106242213,0.6781634934454478,0.12817510234575086,0.023838689467904278,0.0043810822522472965,0.0007980637209243439,0.00014442658483476684,2.601106239804367e-05,4.668034033123084e-06,8.297639813658074e-07,1.454752077352263e-07,2.521785737316748e-08,4.330638774836948e-09,7.378780364317883e-10,1.248922797465077e-10,2.101987515846812e-11,3.5205603010855856e-12,5.87164739421973e-13,9.738573014280654e-14,1.5996078643031495e-14,2.6045044969713342e-15,4.2080192637365346e-16,6.752167680326346e-17,1.0767934322558915e-17,1.7076800478041661e-18,2.6945507345330466e-19,4.2321363232060386e-20,6.6189130934269595e-21,1.0311102981034696e-21,1.6004193518845754e-22,2.4738615682359403e-23,3.7998462851289814e-24,5.801341993740352e-25,8.807765608076602e-26,1.3303133917135742e-26,1.999615536522783e-27,2.9921099694184196e-28
85,3276299764316794.0,1.1063741893050198e+16,1.6555229967652956e+16,1.9492769319668064e+16,2.087347607360028e+16,2.1223965309389816e+16,2.1009207790365588e+16,2.0504583413066616e+16,1.9853587883661812e+16,1.912626340138594e+16,1.69425122640272e+16,1.5008025639334194e+16,1.3375670275478074e+16,1.201465138003721e+16,1.0873057795675438e+16,9911085041257826.0,9088934159675816.0,8383148467200563.0,7770303709541240.0,7230860916130949.0,6753551049984944.0,6328543822674815.0,5942590813968586.0,5589378791953058.0,5264604737114332.0,4964909322072621.0,4686310766506117.0,4424080944689210.5,4177133408454617.0,3944603925835871.0,3725726334318140.5,3519772486120604.5,3325740536536940.5,3141947132619864.5,2968012107295255.5,2803670080928951.5,2648598051310581.0,2502509356743005.5,2364918237635040.5,2235486893277249.2,1516917142545301.2,898812914448007.0,534671015986813.5,312957620893254.7,181090351121226.06,104718999486878.4,60805851332339.27,35872284666547.836,21619979149652.0,13353220326039.51,7238946678478.543,3880845476761.1616,2151858496659.1052,1230696352835.8794,721282418433.5225,431686415010.9686,263011991620.87476,162709654854.68954,101967565059.8793,64582119196.792,41286754333.118935,26620150126.26808,17288442129.58427,11302061507.443813,7432917215.6666155,4907491646.652053,3250727678.36797,2160780380.16737,1440997012.148794,964220230.6946325,843934884.1602294,227709445.23275074,62795605.76417246,17690919.714921333,5136098.444308653,1522976.334905624,352924.1419041131,71008.21968621465,14289.38539831188,2869.0328900898126,565.8930642522694,110.29839749666539,21.35560382148512,4.122250028675216,0.7950024539049835,0.151327058005638,0.028346790476627796,0.005247271873284656,0.0009628014229967693,0.00017551143005528605,3.1840830905874934e-05,5.756186885693186e-06,1.0307366150657218e-06,1.82053837103991e-07,3.1794915614954414e-08,5.501200028597741e-09,9.44409961629559e-10,1.6106246102274284e-10,2.7313797462044548e-11,4.609628706452533e-12,7.746831916408366e-13,1.2947316531248185e-13,2.143069186367692e-14,3.516431742508906e-15,5.72563305820005e-16,9.259135392464319e-17,1.4881695903318353e-17,2.3786449464501444e-18,3.782874278410483e-19,5.988473831556806e-20,9.440000288750051e-21,1.4822673580103433e-21,2.318985704022923e-22,3.6131844484057104e-23,5.5942637049307666e-24,8.60951576365411e-25,1.3176488191337673e-25,2.0062319067411601e-26,3.0400157382169787e-27,4.585824042142874e-28
